Абсолютный путь;Относительный путь;Класс
C:\Users\misha\mishalabs\second_lab\dataset\cat\0081.jpg;dataset/changed_dataset/cat_0081.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0082.jpg;dataset/changed_dataset/cat_0082.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0083.jpg;dataset/changed_dataset/cat_0083.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0084.jpg;dataset/changed_dataset/cat_0084.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0085.jpg;dataset/changed_dataset/cat_0085.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0086.jpg;dataset/changed_dataset/cat_0086.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0087.jpg;dataset/changed_dataset/cat_0087.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0088.jpg;dataset/changed_dataset/cat_0088.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0089.jpg;dataset/changed_dataset/cat_0089.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0090.jpg;dataset/changed_dataset/cat_0090.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0091.jpg;dataset/changed_dataset/cat_0091.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0092.jpg;dataset/changed_dataset/cat_0092.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0093.jpg;dataset/changed_dataset/cat_0093.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0094.jpg;dataset/changed_dataset/cat_0094.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0095.jpg;dataset/changed_dataset/cat_0095.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0096.jpg;dataset/changed_dataset/cat_0096.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0097.jpg;dataset/changed_dataset/cat_0097.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0098.jpg;dataset/changed_dataset/cat_0098.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0099.jpg;dataset/changed_dataset/cat_0099.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0100.jpg;dataset/changed_dataset/cat_0100.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0101.jpg;dataset/changed_dataset/cat_0101.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0102.jpg;dataset/changed_dataset/cat_0102.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0103.jpg;dataset/changed_dataset/cat_0103.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0104.jpg;dataset/changed_dataset/cat_0104.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0105.jpg;dataset/changed_dataset/cat_0105.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0106.jpg;dataset/changed_dataset/cat_0106.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0107.jpg;dataset/changed_dataset/cat_0107.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0108.jpg;dataset/changed_dataset/cat_0108.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0109.jpg;dataset/changed_dataset/cat_0109.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0110.jpg;dataset/changed_dataset/cat_0110.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0111.jpg;dataset/changed_dataset/cat_0111.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0112.jpg;dataset/changed_dataset/cat_0112.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0113.jpg;dataset/changed_dataset/cat_0113.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0114.jpg;dataset/changed_dataset/cat_0114.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0115.jpg;dataset/changed_dataset/cat_0115.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0116.jpg;dataset/changed_dataset/cat_0116.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0117.jpg;dataset/changed_dataset/cat_0117.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0118.jpg;dataset/changed_dataset/cat_0118.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0119.jpg;dataset/changed_dataset/cat_0119.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0120.jpg;dataset/changed_dataset/cat_0120.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0121.jpg;dataset/changed_dataset/cat_0121.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0122.jpg;dataset/changed_dataset/cat_0122.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0123.jpg;dataset/changed_dataset/cat_0123.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0124.jpg;dataset/changed_dataset/cat_0124.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0125.jpg;dataset/changed_dataset/cat_0125.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0126.jpg;dataset/changed_dataset/cat_0126.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0127.jpg;dataset/changed_dataset/cat_0127.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0128.jpg;dataset/changed_dataset/cat_0128.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0129.jpg;dataset/changed_dataset/cat_0129.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0130.jpg;dataset/changed_dataset/cat_0130.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0131.jpg;dataset/changed_dataset/cat_0131.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0132.jpg;dataset/changed_dataset/cat_0132.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0133.jpg;dataset/changed_dataset/cat_0133.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0134.jpg;dataset/changed_dataset/cat_0134.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0135.jpg;dataset/changed_dataset/cat_0135.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0136.jpg;dataset/changed_dataset/cat_0136.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0137.jpg;dataset/changed_dataset/cat_0137.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0138.jpg;dataset/changed_dataset/cat_0138.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0139.jpg;dataset/changed_dataset/cat_0139.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0140.jpg;dataset/changed_dataset/cat_0140.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0141.jpg;dataset/changed_dataset/cat_0141.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0142.jpg;dataset/changed_dataset/cat_0142.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0143.jpg;dataset/changed_dataset/cat_0143.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0144.jpg;dataset/changed_dataset/cat_0144.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0145.jpg;dataset/changed_dataset/cat_0145.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0146.jpg;dataset/changed_dataset/cat_0146.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0147.jpg;dataset/changed_dataset/cat_0147.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0148.jpg;dataset/changed_dataset/cat_0148.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0149.jpg;dataset/changed_dataset/cat_0149.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0150.jpg;dataset/changed_dataset/cat_0150.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0151.jpg;dataset/changed_dataset/cat_0151.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0152.jpg;dataset/changed_dataset/cat_0152.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0153.jpg;dataset/changed_dataset/cat_0153.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0154.jpg;dataset/changed_dataset/cat_0154.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0155.jpg;dataset/changed_dataset/cat_0155.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0156.jpg;dataset/changed_dataset/cat_0156.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0157.jpg;dataset/changed_dataset/cat_0157.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0158.jpg;dataset/changed_dataset/cat_0158.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0159.jpg;dataset/changed_dataset/cat_0159.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0160.jpg;dataset/changed_dataset/cat_0160.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0161.jpg;dataset/changed_dataset/cat_0161.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0162.jpg;dataset/changed_dataset/cat_0162.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0163.jpg;dataset/changed_dataset/cat_0163.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0164.jpg;dataset/changed_dataset/cat_0164.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0165.jpg;dataset/changed_dataset/cat_0165.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0166.jpg;dataset/changed_dataset/cat_0166.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0167.jpg;dataset/changed_dataset/cat_0167.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0168.jpg;dataset/changed_dataset/cat_0168.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0169.jpg;dataset/changed_dataset/cat_0169.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0170.jpg;dataset/changed_dataset/cat_0170.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0171.jpg;dataset/changed_dataset/cat_0171.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0172.jpg;dataset/changed_dataset/cat_0172.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0173.jpg;dataset/changed_dataset/cat_0173.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0174.jpg;dataset/changed_dataset/cat_0174.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0175.jpg;dataset/changed_dataset/cat_0175.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0176.jpg;dataset/changed_dataset/cat_0176.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0177.jpg;dataset/changed_dataset/cat_0177.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0178.jpg;dataset/changed_dataset/cat_0178.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0179.jpg;dataset/changed_dataset/cat_0179.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0180.jpg;dataset/changed_dataset/cat_0180.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0181.jpg;dataset/changed_dataset/cat_0181.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0182.jpg;dataset/changed_dataset/cat_0182.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0183.jpg;dataset/changed_dataset/cat_0183.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0184.jpg;dataset/changed_dataset/cat_0184.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0185.jpg;dataset/changed_dataset/cat_0185.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0186.jpg;dataset/changed_dataset/cat_0186.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0187.jpg;dataset/changed_dataset/cat_0187.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0188.jpg;dataset/changed_dataset/cat_0188.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0189.jpg;dataset/changed_dataset/cat_0189.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0190.jpg;dataset/changed_dataset/cat_0190.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0191.jpg;dataset/changed_dataset/cat_0191.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0192.jpg;dataset/changed_dataset/cat_0192.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0193.jpg;dataset/changed_dataset/cat_0193.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0194.jpg;dataset/changed_dataset/cat_0194.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0195.jpg;dataset/changed_dataset/cat_0195.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0196.jpg;dataset/changed_dataset/cat_0196.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0197.jpg;dataset/changed_dataset/cat_0197.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0198.jpg;dataset/changed_dataset/cat_0198.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0199.jpg;dataset/changed_dataset/cat_0199.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0200.jpg;dataset/changed_dataset/cat_0200.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0201.jpg;dataset/changed_dataset/cat_0201.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0202.jpg;dataset/changed_dataset/cat_0202.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0203.jpg;dataset/changed_dataset/cat_0203.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0204.jpg;dataset/changed_dataset/cat_0204.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0205.jpg;dataset/changed_dataset/cat_0205.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0206.jpg;dataset/changed_dataset/cat_0206.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0207.jpg;dataset/changed_dataset/cat_0207.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0208.jpg;dataset/changed_dataset/cat_0208.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0209.jpg;dataset/changed_dataset/cat_0209.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0210.jpg;dataset/changed_dataset/cat_0210.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0211.jpg;dataset/changed_dataset/cat_0211.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0212.jpg;dataset/changed_dataset/cat_0212.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0213.jpg;dataset/changed_dataset/cat_0213.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0214.jpg;dataset/changed_dataset/cat_0214.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0215.jpg;dataset/changed_dataset/cat_0215.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0216.jpg;dataset/changed_dataset/cat_0216.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0217.jpg;dataset/changed_dataset/cat_0217.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0218.jpg;dataset/changed_dataset/cat_0218.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0219.jpg;dataset/changed_dataset/cat_0219.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0220.jpg;dataset/changed_dataset/cat_0220.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0221.jpg;dataset/changed_dataset/cat_0221.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0222.jpg;dataset/changed_dataset/cat_0222.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0223.jpg;dataset/changed_dataset/cat_0223.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0224.jpg;dataset/changed_dataset/cat_0224.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0225.jpg;dataset/changed_dataset/cat_0225.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0226.jpg;dataset/changed_dataset/cat_0226.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0227.jpg;dataset/changed_dataset/cat_0227.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0228.jpg;dataset/changed_dataset/cat_0228.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0229.jpg;dataset/changed_dataset/cat_0229.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0230.jpg;dataset/changed_dataset/cat_0230.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0231.jpg;dataset/changed_dataset/cat_0231.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0232.jpg;dataset/changed_dataset/cat_0232.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0233.jpg;dataset/changed_dataset/cat_0233.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0234.jpg;dataset/changed_dataset/cat_0234.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0235.jpg;dataset/changed_dataset/cat_0235.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0236.jpg;dataset/changed_dataset/cat_0236.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0237.jpg;dataset/changed_dataset/cat_0237.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0238.jpg;dataset/changed_dataset/cat_0238.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0239.jpg;dataset/changed_dataset/cat_0239.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0240.jpg;dataset/changed_dataset/cat_0240.jpg;cat
