Абсолютный путь;Относительный путь;Класс
C:\Users\misha\mishalabs\second_lab\dataset\cat\0054.jpg;dataset/random_dataset/9924.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0055.jpg;dataset/random_dataset/0220.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0056.jpg;dataset/random_dataset/9221.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0057.jpg;dataset/random_dataset/5259.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0058.jpg;dataset/random_dataset/1563.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0059.jpg;dataset/random_dataset/4753.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0060.jpg;dataset/random_dataset/7783.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0061.jpg;dataset/random_dataset/3028.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0062.jpg;dataset/random_dataset/1312.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0063.jpg;dataset/random_dataset/4509.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0064.jpg;dataset/random_dataset/7247.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0065.jpg;dataset/random_dataset/1020.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0066.jpg;dataset/random_dataset/8149.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0067.jpg;dataset/random_dataset/5572.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0068.jpg;dataset/random_dataset/4192.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0069.jpg;dataset/random_dataset/8385.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0070.jpg;dataset/random_dataset/0338.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0071.jpg;dataset/random_dataset/7409.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0072.jpg;dataset/random_dataset/1457.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0073.jpg;dataset/random_dataset/7581.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0074.jpg;dataset/random_dataset/8932.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0075.jpg;dataset/random_dataset/5099.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0076.jpg;dataset/random_dataset/3922.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0077.jpg;dataset/random_dataset/5951.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0078.jpg;dataset/random_dataset/7410.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0079.jpg;dataset/random_dataset/6266.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0080.jpg;dataset/random_dataset/5366.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0081.jpg;dataset/random_dataset/4782.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0082.jpg;dataset/random_dataset/3174.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0083.jpg;dataset/random_dataset/3467.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0084.jpg;dataset/random_dataset/7191.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0085.jpg;dataset/random_dataset/8538.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0086.jpg;dataset/random_dataset/4532.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0087.jpg;dataset/random_dataset/6878.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0088.jpg;dataset/random_dataset/2129.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0089.jpg;dataset/random_dataset/6348.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0090.jpg;dataset/random_dataset/0947.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0091.jpg;dataset/random_dataset/5687.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0092.jpg;dataset/random_dataset/6730.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0093.jpg;dataset/random_dataset/5749.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0094.jpg;dataset/random_dataset/5129.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0095.jpg;dataset/random_dataset/2371.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0096.jpg;dataset/random_dataset/0850.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0097.jpg;dataset/random_dataset/9064.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0098.jpg;dataset/random_dataset/8396.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0099.jpg;dataset/random_dataset/4590.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0100.jpg;dataset/random_dataset/2259.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0101.jpg;dataset/random_dataset/7808.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0102.jpg;dataset/random_dataset/1337.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0103.jpg;dataset/random_dataset/1819.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0104.jpg;dataset/random_dataset/2580.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0105.jpg;dataset/random_dataset/5956.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0106.jpg;dataset/random_dataset/6148.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0107.jpg;dataset/random_dataset/2428.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0108.jpg;dataset/random_dataset/2924.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0109.jpg;dataset/random_dataset/5421.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0110.jpg;dataset/random_dataset/3059.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0111.jpg;dataset/random_dataset/8364.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0112.jpg;dataset/random_dataset/9671.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0113.jpg;dataset/random_dataset/0493.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0114.jpg;dataset/random_dataset/6311.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0115.jpg;dataset/random_dataset/8423.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0116.jpg;dataset/random_dataset/3514.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0117.jpg;dataset/random_dataset/0655.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0118.jpg;dataset/random_dataset/5077.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0119.jpg;dataset/random_dataset/6812.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0120.jpg;dataset/random_dataset/4085.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0121.jpg;dataset/random_dataset/8272.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0122.jpg;dataset/random_dataset/2770.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0123.jpg;dataset/random_dataset/9095.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0124.jpg;dataset/random_dataset/2482.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0125.jpg;dataset/random_dataset/2625.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0126.jpg;dataset/random_dataset/6852.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0127.jpg;dataset/random_dataset/1332.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0128.jpg;dataset/random_dataset/3322.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0129.jpg;dataset/random_dataset/8611.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0130.jpg;dataset/random_dataset/2538.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0131.jpg;dataset/random_dataset/2719.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0132.jpg;dataset/random_dataset/0693.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0133.jpg;dataset/random_dataset/1850.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0134.jpg;dataset/random_dataset/6976.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0135.jpg;dataset/random_dataset/9410.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0136.jpg;dataset/random_dataset/2033.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0137.jpg;dataset/random_dataset/4614.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0138.jpg;dataset/random_dataset/3553.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0139.jpg;dataset/random_dataset/2689.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0140.jpg;dataset/random_dataset/1157.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0141.jpg;dataset/random_dataset/9364.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0142.jpg;dataset/random_dataset/6502.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0143.jpg;dataset/random_dataset/2917.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0144.jpg;dataset/random_dataset/9600.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0145.jpg;dataset/random_dataset/0623.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0146.jpg;dataset/random_dataset/1782.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0147.jpg;dataset/random_dataset/2738.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0148.jpg;dataset/random_dataset/8282.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0149.jpg;dataset/random_dataset/1863.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0150.jpg;dataset/random_dataset/0175.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0151.jpg;dataset/random_dataset/1423.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0152.jpg;dataset/random_dataset/7731.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0153.jpg;dataset/random_dataset/1323.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0154.jpg;dataset/random_dataset/9989.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0155.jpg;dataset/random_dataset/2254.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0156.jpg;dataset/random_dataset/0061.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0157.jpg;dataset/random_dataset/5893.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0158.jpg;dataset/random_dataset/6516.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0159.jpg;dataset/random_dataset/7317.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0160.jpg;dataset/random_dataset/9546.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0161.jpg;dataset/random_dataset/9618.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0162.jpg;dataset/random_dataset/1893.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0163.jpg;dataset/random_dataset/1426.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0164.jpg;dataset/random_dataset/1978.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0165.jpg;dataset/random_dataset/9906.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0166.jpg;dataset/random_dataset/5673.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0167.jpg;dataset/random_dataset/5195.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0168.jpg;dataset/random_dataset/6985.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0169.jpg;dataset/random_dataset/6066.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0170.jpg;dataset/random_dataset/5429.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0171.jpg;dataset/random_dataset/9494.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0172.jpg;dataset/random_dataset/6971.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0173.jpg;dataset/random_dataset/6199.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0174.jpg;dataset/random_dataset/0155.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0175.jpg;dataset/random_dataset/8398.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0176.jpg;dataset/random_dataset/5910.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0177.jpg;dataset/random_dataset/4673.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0178.jpg;dataset/random_dataset/7561.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0179.jpg;dataset/random_dataset/1233.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0180.jpg;dataset/random_dataset/0917.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0181.jpg;dataset/random_dataset/6147.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0182.jpg;dataset/random_dataset/3949.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0183.jpg;dataset/random_dataset/1470.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0184.jpg;dataset/random_dataset/7204.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0185.jpg;dataset/random_dataset/9226.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0186.jpg;dataset/random_dataset/0981.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0187.jpg;dataset/random_dataset/1071.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0188.jpg;dataset/random_dataset/8280.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0189.jpg;dataset/random_dataset/1896.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0190.jpg;dataset/random_dataset/1072.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0191.jpg;dataset/random_dataset/5492.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0192.jpg;dataset/random_dataset/7125.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0193.jpg;dataset/random_dataset/0370.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0194.jpg;dataset/random_dataset/3680.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0195.jpg;dataset/random_dataset/1369.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0196.jpg;dataset/random_dataset/6080.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0197.jpg;dataset/random_dataset/3511.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0198.jpg;dataset/random_dataset/6253.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0199.jpg;dataset/random_dataset/9945.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0200.jpg;dataset/random_dataset/8399.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0201.jpg;dataset/random_dataset/4271.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0202.jpg;dataset/random_dataset/2028.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0203.jpg;dataset/random_dataset/4406.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0204.jpg;dataset/random_dataset/4194.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0205.jpg;dataset/random_dataset/3709.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0206.jpg;dataset/random_dataset/8555.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0207.jpg;dataset/random_dataset/6900.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0208.jpg;dataset/random_dataset/9517.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0209.jpg;dataset/random_dataset/2501.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0210.jpg;dataset/random_dataset/7298.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0211.jpg;dataset/random_dataset/1836.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0212.jpg;dataset/random_dataset/6005.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0213.jpg;dataset/random_dataset/4177.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0214.jpg;dataset/random_dataset/5495.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0215.jpg;dataset/random_dataset/5177.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0216.jpg;dataset/random_dataset/0369.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0217.jpg;dataset/random_dataset/7200.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0218.jpg;dataset/random_dataset/6011.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0219.jpg;dataset/random_dataset/4887.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0220.jpg;dataset/random_dataset/5591.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0221.jpg;dataset/random_dataset/0492.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0222.jpg;dataset/random_dataset/6669.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0223.jpg;dataset/random_dataset/2148.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0224.jpg;dataset/random_dataset/6547.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0225.jpg;dataset/random_dataset/0758.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0226.jpg;dataset/random_dataset/1550.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0227.jpg;dataset/random_dataset/0689.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0228.jpg;dataset/random_dataset/4969.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0229.jpg;dataset/random_dataset/8914.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0230.jpg;dataset/random_dataset/8412.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0231.jpg;dataset/random_dataset/8049.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0232.jpg;dataset/random_dataset/4609.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0233.jpg;dataset/random_dataset/7527.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0234.jpg;dataset/random_dataset/0372.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0235.jpg;dataset/random_dataset/8449.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0236.jpg;dataset/random_dataset/6592.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0237.jpg;dataset/random_dataset/6653.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0238.jpg;dataset/random_dataset/3461.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0239.jpg;dataset/random_dataset/6834.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0240.jpg;dataset/random_dataset/3416.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0241.jpg;dataset/random_dataset/0271.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0242.jpg;dataset/random_dataset/0767.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0243.jpg;dataset/random_dataset/3379.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0244.jpg;dataset/random_dataset/1691.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0245.jpg;dataset/random_dataset/1273.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0246.jpg;dataset/random_dataset/9987.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0247.jpg;dataset/random_dataset/6440.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0248.jpg;dataset/random_dataset/3191.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0249.jpg;dataset/random_dataset/6281.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0250.jpg;dataset/random_dataset/3856.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0251.jpg;dataset/random_dataset/5316.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0252.jpg;dataset/random_dataset/3829.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0253.jpg;dataset/random_dataset/7448.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0254.jpg;dataset/random_dataset/9941.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0255.jpg;dataset/random_dataset/1145.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0256.jpg;dataset/random_dataset/9190.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0257.jpg;dataset/random_dataset/1430.jpg;cat
C:\Users\misha\mishalabs\second_lab\dataset\cat\0258.jpg;dataset/random_dataset/7159.jpg;cat
